country,cowcode,year,lvau,lvaw,termofoffice,whoappoints,dismissal,otheroffices,whoformulates,finalauthority,roleinbudget,cbobjectives,advances,securitizedlending,termsoflending,potentialborrowing,typeoflimit,maturityofloans,interestrates,primarymarket,ceo,policy,objectives,lol2,reform
Canada,20,1980,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1981,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1982,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1983,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1984,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1985,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1986,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1987,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1988,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1989,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1990,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1991,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1992,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1993,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1994,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1995,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1996,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1997,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1998,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,1999,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2000,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2001,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2002,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2003,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2004,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2005,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2006,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2007,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2008,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2009,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2010,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2011,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2012,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2013,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2014,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2015,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2016,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2017,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2018,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2019,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Canada,20,2020,.4709375013411045,.4721249963906595,.75,.75,.83,1,.33,.2,0,.4,.33,.33,.67,.67,.33,.33,.75,0,.8325,.1825000047683716,.40000001,.3525,0
Cuba,40,1997,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,1998,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,1999,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2000,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2001,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2002,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2003,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2004,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2005,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2006,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2007,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2008,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2009,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2010,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2011,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2012,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2013,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2014,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2015,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2016,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2017,.3098809537007695,.2422685192733497,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.25,1,.27,.0825000032782555,.40000001,.4166666666666667,0
Cuba,40,2018,.2860714298912457,.2237500002949188,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.75,0,.27,.0825000032782555,.40000001,.25,1
Cuba,40,2019,.2860714298912457,.2237500002949188,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.75,0,.27,.0825000032782555,.40000001,.25,0
Cuba,40,2020,.2860714298912457,.2237500002949188,0,.25,.83,0,.33,0,0,.4,0,,0,1,,0,.75,0,.27,.0825000032782555,.40000001,.25,0
Dominican Republic,42,1990,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1991,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1992,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1993,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1994,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1995,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1996,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1997,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1998,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,1999,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,2000,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,2001,.4078125,.4344999825898562,1,0,.83,1,1,1,0,0,.33,.33,.67,.33,.33,0,.25,0,.7075,.75,0,.145,0
Dominican Republic,42,2002,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,1
Dominican Republic,42,2003,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2004,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2005,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2006,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2007,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2008,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2009,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2010,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2011,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2012,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2013,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2014,.7525000014901161,.7239999917596581,,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.61,.75,.80000001,.52,0
Dominican Republic,42,2015,.7334375014901161,.6934999903496357,0,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.4575,.75,.80000001,.52,1
Dominican Republic,42,2016,.7334375014901161,.6934999903496357,0,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.4575,.75,.80000001,.52,0
Dominican Republic,42,2017,.7334375014901161,.6934999903496357,0,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.4575,.75,.80000001,.52,0
Dominican Republic,42,2018,.7334375014901161,.6934999903496357,0,0,.83,1,1,1,0,.8,.67,.67,1,1,.33,0,.75,1,.4575,.75,.80000001,.52,0
